	inst	cnt	len
585	德商龐巴迪交通運輸股份有限公司	5	15
586	Numonyx Holdings B.V. (荷蘭商恆憶控股股份有限公司)	5	37
587	日商Culture Convenience Club Co. Ltd.	5	35
588	美商 Citigroup Financial Products Inc.	5	36
589	荷蘭商史都特貨櫃公司(Stolt Tank Containers B.V.)	5	38
590	英屬維京群島商 SILVERCORD GROUP LIMITED	5	32
591	日商御木本製藥株式會社	5	11
592	荷蘭商 Whirlpool Asia B.V.	5	23
593	美商好得快科技股份有限公司	5	13
594	日商丸安產業株式會社	5	10
595	日商株式会社電通	5	8
596	瑞士商福士國際股份有限公司	5	13
597	YAMATO PROTEC CORPORATION	5	25
598	美商惠氏控股公司	5	8
599	日商日東紡績股份有限公司	5	12
600	日商 UNITED ARROWS LTD.	5	21
601	日商平田機工株式會社	5	10
602	日商阿自倍爾株式會社	5	10
603	模里西斯商 寶躍股份有限公司(PRO JUMP CO., LTD.)	5	34
604	英屬維京群島商速利有限公司 PROFIT HIGHWAY LTD.	5	33
605	德商美惠風場兩合有限公司(Meihui Windpark GmbH & Co. KG)	5	43
606	英屬維京群島商大利管理顧問有限公司	5	17
607	日商加賀電子株式會社	5	10
608	荷蘭商 Co■peratieve Silverdale United Enterprise W.A.	5	50
609	百慕達商卜蜂(台灣)投資股份有限公司	5	18
610	日商Asahi Pretec Corp.（アサヒプリテック株式会社）	5	34
611	日商 HAYAKAWA CO., LTD.	5	21
612	日商SHO-BI CORPORATION	5	20
613	日商JNC石油化學株式會社	5	13
614	瑞士商泛雅班拿有限公司	5	11
615	日商日昌株式會社	5	8
616	英商摩根奈特耐熱陶瓷有限公司	5	14
617	百慕達商 Pacnet  Services Corporation	5	33
618	荷蘭商 Sony Music Entertainment  Netherlands B.V.	5	46
619	荷蘭商柏克萊史克而控股公司	5	13
620	株式會社熊谷組	5	7
621	日商Achilles Corporation（アキレス株式会社）	5	32
622	日清奧利友集團株式會社	5	11
623	株式會社岡崎製作所	5	9
624	美商艾佛耐控股公司(Avnet Holdings, LLC)	5	30
625	日商山本通產株式會社(YAMAMOTO TRADING CO., LTD)	5	37
626	英屬維爾京群島商好維(股)公司	5	15
627	日商株式會社スイデン	5	10
628	日商馬自達株式會社	5	9
629	香港商 MeWorks LIMITED	5	19
630	三菱材料股份有限公司	5	10
631	日商住化分析中心株式會社(Sumika Chemical Analysis Service, Ltd.)	5	52
632	日商 JX Nippon 0il &Energy Corporation (J X 　　　　一株式会社)	5	52
633	日商LC HOLDINGS LLC	5	17
634	法商實時公司	5	6
635	Sensirion Holding AG	5	20
636	英屬維京群島商 GRANDMAX INVESTMENTS LIMITED	5	36
637	日商Via Mechanics, Ltd.	5	21
638	荷蘭商萬國商業機器台灣控股公司	5	15
639	日商DISCO CORPORATION	5	19
640	盧森堡商 Coriant International S.a r.l.	5	35
641	日商 KAIJO CORPORATION	5	20
642	英屬蓋曼群島商網訊電通有限公司	5	15
643	荷蘭商 Roche Pharmholding B.V.	5	27
644	日商日本電產株式會社	5	10
645	英屬維京群島商威航科技股份有限公司	5	17
646	德商 BSH Hausger■te GmbH	5	22
647	香港商燁貿有限公司	5	9
648	日商日本佳美工株式會社 (NIPPON CHEMI-CON CORPORATION)	5	42
649	元鐙國際(開曼)股份有限公司	5	14
650	日商 KYORITSU  MAINTENANCE  CO.,  LTD	5	35
651	香港商 Dynasty Holding  International Limited	5	42
652	NAIGAI APPAREL  (H.K.) LTD.	5	27
653	美商迪士尼事業股份有限公司	5	13
654	瑞士商羅技公司	5	7
655	英屬維京群島商Nick & Ziv Capital Ltd.	5	30
656	日商 CK-SANETSU  CO.,  LTD.	5	25
657	日商 Tachibana Material Co., Ltd.	5	31
658	瑞士商雀巢公司	5	7
659	英屬開曼群島商 NeuroVive Pharmaceutical Asia, Inc.	5	43
660	薩摩亞商 ALLIANCE　PARTNER	5	21
661	瑞士商 Ameriprise Asset Management Holdings GmbH	5	45
662	英屬曼群島商Areo-Bio International Holdings Limited	5	45
663	日商麥達斯株式會社	5	9
664	英屬維京群島商匯通管理資訊科技集團有限公司	5	21
665	日商理研計器株式會社	5	10
666	Advanced Lithium  Electrochemistry (Cayman) Co.,Ltd.	5	52
667	日商 MITSUBOSHI DIAMOND INDUSTRIAL CORPORATION LIMITED	5	52
668	日商岡畑產業株式会社	5	10
669	新加坡商 Tanaka Electronics Singapore (Pte.) Ltd.	5	45
670	荷蘭商康寧B.V.	5	9
671	英商 Graff Diamonds International Limited	5	39
672	日本フエルト株式會社	5	10
673	芬蘭商 Microsoft Mobile Oy	5	23
674	積水化學工業株式會社	5	10
675	日商東和股份有限公司(TOWA株式會社)	5	20
676	盧森堡商 Lululemon LU Holdings S.a r.l.	5	35
677	英屬安奎拉商 Phytrex Inc.	5	19
678	英屬開曼群島商 永生生技股份有限公司	5	18
679	株式會社リケン	5	7
680	日商協榮電氣股份有限公司	5	12
681	日商ITOCHU SYSTECH  CORPORATION	5	29
682	美商 General Mills International Holdings LLC.	5	44
683	美商穩得工業股份有限公司	5	12
684	荷蘭商拜耳股份有限公司 (Bayer B.V.)	5	24
685	台東地區農會	5	6
686	TMC（CAYMAN）HOLDING CORPORATION	5	30
687	新加坡商 REPLAID PTE. LTD.	5	22
688	英屬維京群島商EMODEL ENTERTAINMENT CORP	5	32
689	英商 AstraZeneca Treasury Limited	5	31
690	日商住友重機械ION TECHNOLOGY 株式會社（SUMITOMO HEAVY INDUSTRIES ION TECHNOLOGY CO., LTD.）	5	78
691	日商株式會社講談社	5	9
692	日商 transcosmos inc.	5	19
693	香港商金鷹國際貿易有限公司	5	13
694	美商東曹特種材料股份有限公司	5	14
695	馬來西亞商特依斯股份有限公司	5	14
696	日商株式會社　　　．　　　　	5	14
697	日商矢崎總業株式會社	5	10
698	日商日新イオン機器株式會社	5	13
699	荷蘭商 Micron Technology B.V.	5	26
700	日商東芝株式會社	5	8
701	英屬維京群島商 REALCO TRANSPORTATION GROUP LTD.	5	40
702	日商　　　　(美娜多)化粧品株式會社	5	18
703	住友重機械工業株式會社	5	11
704	日商 GOOD LUCK CORPORATION	5	24
705	德商海福樂控股有限公司	5	11
706	英屬維京群島商 JEFFREY INV. LIMITED.	5	29
707	美商光伸貿易有限公司	5	10
708	日商 JCAM AGRI. CO., LTD.	5	23
709	英屬維京群島商 5388 SUNRISE INC.	5	25
710	KINGTECH GLOBAL RESOURCES INC.英屬蓋曼群島商敬泰全球資源股份有限公司	5	49
711	株式会社　　　　　阪神	5	11
712	美商亞爾特拉公司	5	8
713	英屬開曼群島商LIFEOS GENOMICS CORP	5	27
714	百慕達商王氏港建國際（集團）有限公司	5	18
715	香港商 TELEKOMUNIKASI INDONESIA INTERNATIONAL(HONGKONG )LIMITED	5	60
716	薩摩亞商博愛有限公司(NEWNOVA Inc.)	5	24
717	日本山葉發動機株式會社	5	11
718	日商大曹化工株式會社	5	10
719	馬來西亞商VERSATILE FLAGSHIP SDN.BHD.	5	32
720	日商森川健康堂株式會社	5	11
721	日商月島機械株式會社	5	10
722	日商麒麟麥酒株式會社	5	10
723	德商 ThyssenKrupp Elevator AG	5	27
724	日商　　－．　　．　－株式會社 (T.S.K Co., Ltd.)	5	33
725	英屬維京群島商昌置有限公司	5	13
726	英屬維京群島商 Great Pacific Investments Ltd.	5	38
727	員林市公所	5	5
728	日商 ASAHI KASEI REALTY & RESIDENCE CORPORATION	5	45
729	荷蘭商Honeywell Asia Holdings B.V.	5	31
730	本田技研工業株式會社	5	10
731	英屬維京群島商寶建化工控股有限公司	5	17
732	英屬開曼群島商 Kkday.com International Company Limited	5	47
733	香港商日立麥克賽爾國際有限公司	5	15
734	香港漾萊醫療器械有限公司	5	12
735	新加坡商 Bina Sinar Amity Transportation Services（Singapore）Pte Ltd	5	63
736	日商 HACK  JAPAN  HOLDINGS  CO.,  LTD	5	35
737	美商RESP, LLC	5	11
738	日商東京高志電機株式會社	5	12
739	塞席爾商 Saint Global Co., Ltd	5	26
740	美商麥特海外亞洲有限公司 MacDermid Overseas Asia Ltd.	5	41
741	日商株式會社 Dohtonbori	5	17
742	日商三浦工業株式會社	5	10
743	日商 NTT Communications 株式會社	5	26
744	德商歐司朗股份有限公司 (OSRAM GmbH)	5	24
745	UER  Holdings Corporation (Cayman Islands)	5	42
746	大塚製藥株式會社	5	8
747	(香港商)弘上產品有限公司	5	13
748	荷商 Mulgrave Corporation B.V.	5	28
749	太陽誘電株式會社	5	8
750	日商株式會社日本觸媒	5	10
751	太平洋工業株式會社	5	9
752	澳大利亞商ARYZTA Holdings Asia Pacific Pty Ltd.	5	42
753	英商安本資產管理股份有限公司(ABERDEEN ASSET MANAGEMENTPLC)	5	44
754	英屬維京群島商 Flat Medical Inc.	5	25
755	嘉義市政府代表人共51股	5	12
756	日商YANAGISAWA HOLDINGS CO., LTD	5	30
757	國立臺灣大學	5	6
758	日商MIKUNI CORPORATION	5	20
759	馬來西亞商 Evergreen Jade Sdn. Bhd.	5	30
760	德商Thyssenkrupp Elevator AG	5	26
761	英屬維京群島商 3W ASIA PACIFIC CAPITAL LTD.	5	36
762	Aviva Investors Asia Pte. Limited	5	33
763	日商株式會社朝日工業社	5	11
764	英屬維京群島商 MAIN STREET 集團有限公司	5	26
765	日商山洋電氣株式會社	5	10
766	荷蘭商羅氏藥廠公司	5	9
767	PuriBlood medical (Cayman) Inc.	5	31
768	迪愛禧株式會社	5	7
769	英商電之泉科技股份有限公司	5	13
770	香港商法國巴黎投資管理亞洲有限公司 BNP Paribas Investment Partners Asia Limited	5	62
771	日商KOGANEI CORPORATION	5	21
772	薩摩亞商寶偉有限公司	5	10
773	日東電工株式會社	5	8
774	日商株式會社 JAPAN DISPLAY（JAPAN DISPLAY INC.）	5	40
775	日商三菱商事　　　　　　　株式會社 Mitsubishi Corporation LT, Inc.	5	49
776	荷蘭商 Yahoo! Netherlands B.V.	5	27
777	KEC HOLDINGS CO., LTD.	5	22
778	日商KAWARKS株式會社	5	13
779	日商　　　　電■株式會社	5	12
780	美商 C.H.Robinson Freight Services, Ltd.	5	38
781	荷蘭商 CHEMOURS NL HOLDING 1 B.V.	5	30
782	英屬維京群島商 WALDEN GREATER CHINA VENTURES LIMITED	5	45
783	日商Ashita-team  Inc.	5	19
784	日商 ACR 股份有限公司	5	13
785	日商　　　　株式會社	5	10
786	日商大丸興業株式会社	5	10
787	美商台亞國際產品公司（DANA Global Products, Inc）	5	37
788	日商株式會社東京商會	5	10
789	日商株式會社大京	5	8
790	美商Measurement Innovations Corporation	5	37
791	英屬蓋曼群島商 OBOOK HOLDINGS INC.	5	27
792	法商 Laboratoires Inneov	5	22
793	英屬維京群島商太古國際汽車股份有限公司(Taikoo  Motors  Limited)	5	44
794	日商風琴針株式會社	5	9
795	日商レーザーテック株式會社（日商LASERTEC CORPORATION）	5	37
796	日商日立化成株式會社 (Hitachi Chemical Co., Ltd.)	5	39
797	日商日機裝株式會社	5	9
798	英商Edwards Limited	5	17
799	■ン■■ク■■ト株式會社	5	12
800	株式會社アク ロス商事(AKROS TRADING CO.LTD.)	5	34
801	英屬維京群島商金名投資有限公司	5	15
802	西班牙商羅光雷射科技有限公司	5	14
803	新加坡商席夢思(東南亞)私人有限公司	5	18
804	香港商Manz Asia Limited	5	20
805	美商 ROV Holding, Inc.	5	20
806	日商 G.S. ELECTECH., INC.(株式全社　　　　　　)	5	35
807	英屬維京群島商 HOMEWIN LIMITED	5	23
808	日商淀川鋼鐵股份有限公司	5	12
809	日商株式會社 JCB 國際公司	5	15
810	日商勝高株式會社	5	8
811	Global Testing Corporation Limited	5	34
812	新加坡商KEPPEL LAND RETAIL MANAGEMENT PTE. LTD.	5	43
813	日商 KCM CORPORATION	5	18
814	美商偉安國際公司	5	8
815	荷蘭商漢高荷蘭公司 Henkel Nederland B.V.	5	31
816	Compound Solar LTD.	5	19
817	日商富士通株式會社	5	9
818	日商獅子株式會社	5	8
819	日商三伽舍商事株式會社	5	11
820	英屬維京群島商 YMS Terrace Limited	5	27
821	日本鬼怒川橡膠工業株式會社	5	13
822	韓商圓益石英株式會社	5	10
823	日商 WACOM CO., LTD.	5	18
824	財團法人華岡興業基金會	5	11
825	瑞士商泛林股份有限公司	5	11
826	英屬開曼群島商 Rayark Hodings Ltd.	5	27
827	香港商福盈有限公司	5	9
828	日商光洋　　　　　　　株式會社	5	15
829	英屬維京群島商 PRIMASIA INTERNATIONAL HOMES COMPANY LTD.	5	49
830	塞席爾商 Asia Plus Limited	5	22
831	日商株式會社フジクラコン ポーネンシ(FUJIKURA COMPONENTSLTD.)	5	43
832	荷蘭商 Russell Square Holding B.V.	5	31
833	新加坡商美亞國際電子有限公司	5	14
834	DT SWISS GROUP AG	5	17
835	日商株式會社阿爾卑斯物流	5	12
836	美商Brink's Security International lnc.	5	37
837	新加坡商AIG Asia Pacific Insurance Pte. Ltd.	5	40
838	荷蘭商 Materion Advanced Materials Technologies and Services Netherlands B.V.	5	74
839	英屬蓋曼群島商 H & QAP Taiwan Holdings Ltd.	5	36
840	美商Crane Electronics, Inc.	5	25
841	英商博柏利國際控股股份有限公司	5	15
842	英屬維京群島商 Din Tsun Holding Co Ltd	5	31
843	新加坡商優普集團有限公司	5	12
844	美商BP亞美和化學公司	5	11
845	日商日立工機株式會社	5	10
846	新加坡商 DIMENSION DATA ASIA PACIFIC PTE. LTD.	5	42
847	香港商宏耀投資有限公司	5	11
848	日商O-M LTD.	5	10
849	日商株式會社CONTEC	5	12
850	日商株式會社VISION(VISION INC.)	5	25
851	新加坡商 ASIANBASIS PTE. LTD.	5	25
852	日商名古屋電氣株式會社	5	11
853	日商樂華股份有限公司	5	10
854	美商標準普爾國際評等公司	5	12
855	日商菱電商事株式會社	5	10
856	日商株式會社 UBIC	5	11
857	日商株式會社LIXIL	5	11
858	荷蘭商Rohm and Haas Asia Holdings B.V.	5	35
859	日商株式會社要建設	5	9
860	德商奧迪公司	5	6
861	日商 FINECS CO., LTD	5	18
862	新加坡商金山電池國際有限公司	5	14
863	日商TYIYO HOLDINGS CO.,LTD.	5	25
864	日商株式會社LDH	5	9
865	新加坡商 CBM INTERNATIONAL PTE. LTD.	5	32
866	日商丸京製菓株式會社 (Marukyo Co., Ltd.)	5	30
867	Goodwill Tower Sdn. Bhd.	5	24
868	新加坡商一勝百股份有限公司	5	13
869	日商 YAMATO HOLDINGS CO., LTD.	5	28
870	星電株式會社	5	6
871	日商株式會社堀場エステック（HORIBA STEC CO., Ltd. )	5	37
872	日商昭和■工株式會社	5	10
873	日商日本寫真印刷株式會社	5	12
874	香港商Capital Target Limited	5	25
875	英屬維京群島商 Double Edge Holdings Corporation	5	40
876	英屬維京群島商FUNP CO.,LTD.	5	20
877	英屬蓋曼群島商 MJ. HEALTH MANAGEMENT INTERNATIONAL HOLDING INC	5	55
878	澳商 Multi Transport UND Logistik Holding AG	5	42
879	日商関東電化工業株式會社	5	12
880	香港商康貝控股有限公司	5	11
881	日商富士電機株式會社	5	10
882	日商小川香料株式會社(Ogawa & Co., Ltd.)	5	29
883	美商中央金融控股股份有限公司	5	14
884	新加坡商 KIDSCRAPE PTE. LTD.	5	24
885	日商 KOBE LEATHER CLOTH CO., LTD.	5	31
886	荷蘭商先正達大發公司	5	10
887	日商　　　　　電氣工業株式會社（日商ADVANCE ELECTRIC COMPANY INC.）	5	48
888	新加坡商愛貝克思亞洲有限公司 ( AVEX ASIA PTE. LIMITED)	5	40
889	日商Intertec Sales Corp.	5	22
890	日商 AMUSE INC.	4	13
891	美商 Quintiles Pharma, Inc.	4	25
892	美商唐納科技股份有限公司	4	12
893	迪諾電子製造股份有限公司Dino Electronics Manufacturing Inc.	4	47
894	日商富士達股份有限公司	4	11
895	英屬蓋曼群島商 IKALA GLOBAL ONLINE CORP.	4	33
896	SK Materials Co., Ltd.	4	22
897	日商吉本興業株式會社	4	10
898	馬紹爾群島商 FU WANG PRECISION HOLDING LIMITED	4	40
899	日商日本通運株式會社	4	10
900	比利時商愛克發醫療設備有限公司 (Agfa Heal thCare NV)	4	37
901	英屬開曼群島商 Rooti Labs Limnited	4	27
902	德商雙立人亨克斯公司	4	10
903	DIC 株式會社	4	8
904	日商轉送股份有限公司 TENSO, INC.	4	22
905	薩摩亞商 NEWEVER GROUP LIMITED	4	26
906	Georg Jensen A/S (丹麥商喬治傑生股份有限公司)	4	32
907	美商史諾可亞洲Ｌ.Ｌ.Ｃ公司	4	14
908	英屬開曼群島商 3R International Co, Ltd	4	32
909	日商 KDDI 株式會社	4	12
910	俄羅斯商Polema OpenJointStockCompany	4	32
911	Systemair Aktiebolag	4	20
912	薩摩亞商M0MENT HOLDING INTERNATIONAL LTD.	4	37
913	日商阿爾卑斯電氣株式會社	4	12
914	Savianna Investment Co., Ltd.	4	29
915	日商帝人株式會社	4	8
916	美商愛芳國際股份有限公司	4	12
917	奇景光電(開曼)股份有限公司(Himax Technologies, Inc.)	4	40
918	英屬開曼群島商 PANMEDIA CO., LTD	4	25
919	NOVA VISION LIMITED	4	19
920	日商三菱工程塑膠株式會社	4	12
921	日商日通日電物流株式會社	4	12
922	新加坡商 Trinseo Holdings Asia Pte. Ltd.	4	36
923	日商株式會社有信精機 (YUSHIN PRECISION EQUIPMENT CO., LTD)	4	48
924	德商 Hapag-Lloyd Aktiengesellschaft	4	33
925	英屬維京群島商亞聯投資公司	4	13
926	日商Crescent, Inc.	4	16
927	韓商 LG Display Co, Ltd.	4	22
928	CLARK'S CYCLE STSTEMS LIMITED	4	29
929	日商 MoonFace, Inc.	4	17
930	新加坡商林內太平洋控股有限公司	4	15
931	英屬開曼群島商Glyphtron Limited	4	24
932	TURTLETECH DESIGN, INC.	4	23
933	ENTERPRISE BROWSER PTE. LTD.	4	28
934	日商株式會社艾思科電子	4	11
935	英屬維京群島商 MAGIC BELE ENTERPRISES LIMITED	4	38
936	大陸商北京愛慕內衣有限公司	4	13
937	瑞士商 DKSH Holding Ltd.	4	21
938	英屬開曼群島商Tanvex BioPharma,Inc.	4	28
939	英屬維京群島商 Himawari International Investment Co., Ltd.	4	51
940	德商 Gebr. Schmid GmbH & Co.	4	26
941	日商Yodogawa Hu-Tech Co., Ltd.	4	28
942	日商株式會社　　　　　　(日商 BEAUTY EXPERIENCE INC.)	4	39
943	GEM Weltronics Corporation	4	26
944	英屬維京群島商 SKY WORLD INTERNET GROUP LTD.	4	37
945	日商第一三共株式會社	4	10
946	德商艾鉅路德邁有限公司	4	11
947	英屬維京群島商VIRGIN HKLIMITED	4	23
948	日商住友化學股份有限公司	4	12
949	印度商 Kiri Industries Limited	4	27
950	荷蘭商 Keysight Technologies Taiwan Holding B.V.	4	45
951	馬來西亞商 iCare Asia com(Taiwan)	4	28
